nID;sName;nOrder;nID_Subcategory;sInfo;sFAQ;sLaw;nOpenedLimit;sSubjectOperatorName
866;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності кваліфікованого моториста (особи рядового складу), що несе вахту в машинному відділенні на риболовних суднах довжиною 24 м і більше);100;5;;;;0;Державне агентство рибного господарства
867;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності механіка 1-го класу);100;5;;;;0;Державне агентство рибного господарства
868;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності рефрижераторного механіка 2-го класу);100;5;;;;0;Державне агентство рибного господарства
869;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності рефрижераторного механіка 3-го класу);100;5;;;;0;Державне агентство рибного господарства
870;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності рядового складу з кваліфікацією 1-го класу палубної команди, технологічної команди, обслуговуючого персоналу, служби добичі, машинної команди);100;5;;;;0;Державне агентство рибного господарства
871;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності рядового складу з кваліфікацією 2-го класу палубної команди, технологічної команди, обслуговуючого персоналу, служби добичі, машинної команди);100;5;;;;0;Державне агентство рибного господарства
872;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності старшого механіка риболовних суден з головною руховою установкою потужністю до 750 кВт);100;5;;;;0;Державне агентство рибного господарства
873;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності старшого механіка риболовних суден з головною руховою установкою потужністю 750 кВт і більше );100;5;;;;0;Державне агентство рибного господарства
874;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності старшого помічника капітана риболовних суден довжиною до 24 м );100;5;;;;0;Державне агентство рибного господарства
875;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності старшого помічника капітана риболовних суден довжиною 24 м і більше );100;5;;;;0;Державне агентство рибного господарства
876;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності суднового лікаря риболовних суден);100;5;;;;0;Державне агентство рибного господарства
877;Видача сертифіката компетентності персоналу риболовного судна з підтвердженням до нього (сертифікат компетентності судноводія риболовних суден довжиною до 12 м);100;5;;;;0;Державне агентство рибного господарства
878;Видача форми реєстрації уловів (реекспорту) антарктичного та патагонського іклачів;100;5;;;;0;Державне агентство рибного господарства
879;Видача щорічної контрольної картки обліку добутої дичини та порушень правил полювання;100;9;;;;0;Державне агентство лісових ресурсів 
880;Переоформлення дозволу дозволу на спеціальне використання водних біоресурсів за межами юрисдикції ;100;9;;;;0;Державне агентство рибного господарства
881;Переоформлення дозволу на спеціальне використання водних біоресурсів у рибогосподарських водних об’єктах (їх частинах);100;9;;;;0;Державне агентство рибного господарства
882;Переоформлення підтвердження законності вилучення водних біоресурсів із середовища їх існування та переробки продуктів лову (у разі необхідності суб’єкту господарювання для здійснення зовнішньоторговельних операцій);100;9;;;;0;Державне агентство рибного господарства
883;Переоформлення форми реєстрації уловів (реекспорту) антарктичного та патагонського іклачів;100;9;;;;0;Державне агентство рибного господарства
884;Підтвердження законності вилучення водних біоресурсів із середовища їх існування та переробки продуктів лову (у разі необхідності суб’єкту господарювання для здійснення зовнішньоторговельних операцій);100;9;;;;0;Державне агентство рибного господарства
885;Погодження режиму рибогосподарської експлуатації водних об’єктів;100;9;;;;0;Державне агентство рибного господарства
886;Присвоєння номерів суб’єктам господарювання, які здійснюють консервне та пресервне виробництво;100;15;;;;0;Державне агентство рибного господарства
887;Проведення експертизи проектно-кошторисної документації на зрошення багаторічних насаджень плодових, ягідних, горіхоплідних, малопоширених культур, винограду та хмелю;100;9;;;;0;Державна інспекція сільського господарства
888;Проведення експертизи проектно-кошторисної документації на створення багаторічних насаджень плодових, ягідних, горіхоплідних, малопоширених культур, винограду та хмелю;100;9;;;;0;Державна інспекція сільського господарства
889;Проведення повторної експертизи проектно-кошторисної документації на зрошення багаторічних насаджень плодових, ягідних, горіхоплідних, малопоширених культур, винограду та хмелю після доопрацювання;100;9;;;;0;Державна інспекція сільського господарства
890;Проведення повторної експертизи проектно-кошторисної документації на створення багаторічних насаджень плодових, ягідних, горіхоплідних, малопоширених культур, винограду та хмелю після доопрацювання;100;9;;;;0;Державна інспекція сільського господарства
891;Списання виноградників усіх форм власності, які закладені за рахунок державних коштів;100;9;;;;0;Міністерство аграрної політики та продовольства 
892;Видача дозволу на ввезення та застосування незареєстрованих пестицидів і агрохімікатів для державних випробувань та наукових досліджень, а також обробленого ними насіннєвого (посадкового) матеріалу;100;5;;;;0;Міністерство екології та природних ресурсів
893;Видача дозволу на транзитне переміщення незареєстрованих в Україні генетично модифікованих організмів;100;5;;;;0;Міністерство екології та природних ресурсів
894;Видача дубліката ліцензії на виробництво теплової енергії на теплоелектроцентралях, когенераційних установках та установках з використанням нетрадиційних або поновлюваних джерел енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
895;Видача дубліката ліцензії на зберігання природного газу, газу метану вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
896;Видача дубліката ліцензії на комбіноване виробництво теплової та електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
897;Видача дубліката ліцензії на оптове постачання електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
898;Видача дубліката ліцензії на передачу електричної енергії магістральними та міждержавними електричними мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
899;Видача дубліката ліцензії на постачання електричної енергії за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
900;Видача дубліката ліцензії на постачання електричної енергії за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
901;Видача дубліката ліцензії на постачання природного газу, газу (метану) вугільних родовищ за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
902;Видача дубліката ліцензії на постачання природного газу, газу (метану) вугільних родовищ за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
903;Видача дубліката ліцензії на розподіл електричної енергії (передачу електричної енергії місцевими (локальними) електричними мережами);100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
904;Видача дубліката ліцензії на розподіл природного, нафтового газу і газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
905;Видача дубліката ліцензії на транспортування нафти магістральними трубопроводами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
906;Видача дубліката ліцензії на транспортування нафтопродуктів магістральними трубопроводами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
907;Видача дубліката ліцензії на транспортування природного, нафтового газу і газу (метану) вугільних родовищ трубопроводами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
908;Видача дубліката посвідчення мисливця;100;5;;;;0;Державне агентство лісових ресурсів 
909;Видача дубліката щорічної контрольної картки обліку добутої дичини та порушень правил полювання;100;5;;;;0;Державне агентство лісових ресурсів 
910;Видача дублікату ліцензії на виробництво електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
911;Видача дублікату ліцензії на провадження господарської діяльності з постачання теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
912;Видача дублікату ліцензії на провадження господарської діяльності з виробництва теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
913;Видача дублікату ліцензії на провадження господарської діяльності з транспортування теплової енергії магістральними та місцевими (розподільчими) тепловими мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
914;Видача дублікату ліцензії на провадження господарської діяльності з централізованого водопостачання та водовідведення;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
915;Видача копії ліцензії на виробництво теплової енергії на теплоелектроцентралях, когенераційних установках та установках з використанням нетрадиційних або поновлюваних джерел енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
916;Видача копії ліцензії на зберігання природного газу, газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
917;Видача копії ліцензії на постачання природного газу, газу (метану) вугільних родовищ за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
918;Видача копії ліцензії на постачання природного газу, газу (метану) вугільних родовищ за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
919;Видача копії ліцензії на провадження господарської діяльності з виробництва теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
920;Видача копії ліцензії на провадження господарської діяльності з постачання теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
921;Видача копії ліцензії на провадження господарської діяльності з транспортування теплової енергії магістральними та місцевими (розподільчими) тепловими мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
922;Видача копії ліцензії на провадження господарської діяльності з централізованого водопостачання та водовідведення;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
923;Видача копії ліцензії на розподіл природного, нафтового газу і газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
924;Видача копії ліцензії на транспортування нафти магістральним трубопроводом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
925;Видача копії ліцензії на транспортування нафтопродуктів магістральними трубопроводами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
926;Видача копії ліцензії на транспортування природного, нафтового газу і газу (метану) вугільних родовищ трубопроводами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
927;Видача ліцензії на виробництво електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
928;Видача ліцензії на виробництво теплової енергії на теплоелектроцентралях, когенераційних установках та установках з використанням нетрадиційних або поновлюваних джерел енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
929;Видача ліцензії на зберігання природного газу, газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
930;Видача ліцензії на комбіноване виробництво теплової та електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
931;Видача ліцензії на оптове постачання електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
932;Видача ліцензії на передачу електричної енергії магістральними та міждержавними електричними мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
933;Видача ліцензії на постачання електричної енергії за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
934;Видача ліцензії на постачання електричної енергії за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
935;Видача ліцензії на постачання природного газу, газу (метану) вугільних родовищ за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
936;Видача ліцензії на постачання природного газу, газу (метану) вугільних родовищ за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
937;Видача ліцензії на провадження господарської діяльності з виробництва теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
938;Видача ліцензії на провадження господарської діяльності з постачання теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
939;Видача ліцензії на провадження господарської діяльності з транспортування теплової енергії магістральними та місцевими (розподільчими) тепловими мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
940;Видача ліцензії на провадження господарської діяльності з централізованого водопостачання та водовідведення;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
941;Видача ліцензії на розподіл електричної енергії (передачу електричної енергії місцевими (локальними) електричними мережами);100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
942;Видача ліцензії на розподіл природного, нафтового газу і газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
943;Видача ліцензії на транспортування нафтопродуктів магістральним трубопроводом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
944;Видача ліцензії на транспортування природного, нафтового газу і газу (метану) вугільних родовищ трубопроводами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
945;Видача посвідчення мисливця;100;5;;;;0;Державне агентство лісових ресурсів 
946;Висновок державної екологічної експертизи;100;5;;;;0;Міністерство екології та природних ресурсів
947;Внесення до Державного земельного кадастру відомостей (змін до них) про землі в межах територій адміністративно-територіальних одиниць з видачею витягу;100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
948;Внесення до державного земельного кадастру відомостей (змін до них) про межі державного кордону Ураїни у разі, коли замовником документації із землеустрою, на підставі якої вносяться відомості, є орган державної влади;100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
949;Внесення змін до ліцензії у разі зміни найменування або місцезнаходження ліцензіата — юридичної особи або прізвища, імені та по батькові, місця проживання ліцензіата — фізичної особи (без зміни місця провадження діяльності);100;7;;;;0;Державна інспекція ядерного регулювання 
950;Державна реєстрація обмежень у використанні земель за зверненням органів виконавчої влади та органів місцевого самоврядування;100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
951;Дозвіл на днопоглиблювальні роботи, прокладання кабелів, трубопроводів та інших комунікацій на землях водного фонду (крім робіт на землях водного фонду в межах прибережних захисних смуг уздовж морів, морських заток і лиманів, у внутрішніх морських водах, лиманах і територіальному морі);100;7;;;;0;Державне агентство водних ресурсів 
952;Кваліфікація когенераційної установки;100;5;;;;0;Державне агентство з енергоефективності та енергозбереження 
953;Надання відомостей з Державного земельного кадастру у формі: викопіювання з кадастрової карти (плану) та іншої картографічної документації Державного земельного кадастру;100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
954;Надання відомостей з Державного земельного кадастру у формі: довідки, що містить узагальнену інформацію про землі (території);100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
955;Надання дозволу на відновлення земляних робіт;100;7;;;;0;Міністерство культури
956;Надання довідки про наявність та розмір земельної частки (паю);100;1;[*];;;0;Державна служба з питань геодезії, картографії та кадастру
957;Надання довідки про наявність у Державному земельному кадастрі відомостей про одержання у власність земельної ділянки у межах норм безоплатної приватизації за певним видом її цільового призначення (використання);100;1;[*];;;0;Державна служба з питань геодезії, картографії та кадастру
958;Надання за зверненням органів виконавчої влади та органів місцевого самоврядування відомостей з державного земельного кадастру у формі витягу з державного земельного кадастру про межі державного кордону на підтвердження внесення відомостей до державного земельного кадастру;100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
959;Надання за зверненням органів виконавчої влади та органів місцевого самоврядування відомостей з державного земельного кадастру у формі витягу з державного земельного кадастру про обмеження у використанні земель;100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
960;Надання за зверненням органів виконавчої влади та органів місцевого самоврядування відомостей з державного земельного кадастру у формі довідки, що містить узагальнену інформацію про землі (території);100;7;;;;0;Державна служба з питань геодезії, картографії та кадастру
961;Переоформлення ліцензії на провадження господарської діяльності з постачання теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
962;Переоформлення ліцензії на виробництво електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
963;Переоформлення ліцензії на виробництво теплової енергії на теплоелектроцентралях, когенераційних установках та установках з використанням нетрадиційних або поновлюваних джерел енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
964;Переоформлення ліцензії на зберігання природного газу, газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
965;Переоформлення ліцензії на комбіноване виробництво теплової та електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
966;Переоформлення ліцензії на оптове постачання електричної енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
967;Переоформлення ліцензії на передачу електричної енергії магістральними та міждержавними електричними мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
968;Переоформлення ліцензії на постачання електричної енергії за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
969;Переоформлення ліцензії на постачання електричної енергії за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
970;Переоформлення ліцензії на постачання природного газу, газу (метану) вугільних родовищ за нерегульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
971;Переоформлення ліцензії на постачання природного газу, газу (метану) вугільних родовищ за регульованим тарифом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
972;Переоформлення ліцензії на провадження господарської діяльності з виробництва теплової енергії;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
973;Переоформлення ліцензії на провадження господарської діяльності з транспортування теплової енергії магістральними та місцевими (розподільчими) тепловими мережами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
974;Переоформлення ліцензії на розподіл електричної енергії (передачу електричної енергії місцевими (локальними) електричними мережами);100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
975;Переоформлення ліцензії на розподіл природного, нафтового газу і газу (метану) вугільних родовищ;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
976;Переоформлення ліцензії на транспортування нафтопродуктів магістральним трубопроводом;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
977;Переоформлення ліцензії на транспортування природного, нафтового газу і газу (метану) вугільних родовищ трубопроводами;100;5;;;;0;Національна комісія, що здійснює державне регулювання у сфері енергетики та комунальних послуг
978;Підтвердження належності палива до альтернативного з видачею документа про ідентифікацію палива;100;5;;;;0;Державне агентство з енергоефективності та енергозбереження 
979;Погодження відчуження або передачі пам'яток національного значення їх власниками або уповноваженими ними органами іншим особам у володіння, користування або управління: Відчуження, продаж, дарування;100;11;;;;0;Міністерство культури
980;Погодження відчуження або передачі пам'яток національного значення їх власниками або уповноваженими ними органами іншим особам у володіння, користування або управління: Іпотека;100;11;;;;0;Міністерство культури
981;Погодження відчуження або передачі пам'яток національного значення їх власниками або уповноваженими ними органами іншим особам у володіння, користування або управління: Оренда;100;11;;;;0;Міністерство культури
982;Прийняття рішення щодо введення родовища або окремого покладу нафти і газу: в дослідно-промислову розробку;100;8;;;;0;Міністерство енергетики та вугільної промисловості 
983;Прийняття рішення щодо введення родовища або окремого покладу нафти і газу: у промислову розробку;100;8;;;;0;Міністерство енергетики та вугільної промисловості 
